BONE_000, 513,   291.1346,  2535.5849,    17.3777, 180.2973,  21,  36, 32,  ; // Stuntplane
BONE_033, 568,  -366.0047,  2213.4296,    42.3455,  69.9284,  17,   1, 32,  ; // Bandito
BONE_034, 471,  -399.0436,  2252.6684,    41.8177, 300.8135, 120, 112, 32,  ; // Quad
BONE_035, 461,  -301.5291,  1777.7788,    42.2719,  92.8799,  37,   1, 32,  ; // PCJ-600
BONE_036, 468,  -290.4525,  1746.2904,    42.3604,  91.2906,   3,   3, 32,  ; // Sanchez
BONE_037, 508,  -302.0461,  1755.6252,    43.0625, 271.1350,   1,   1, 32,  ; // Journey
BONE_038, 568,  -162.9633,  1673.1276,    14.4767, 202.5489,  21,   1, 32,  ; // Bandito
BONE_039, 508,  -285.4013,  1562.1003,    75.7343, 137.1875,   1,   1, 32,  ; // Journey
BONE_040, 468,  -307.6940,  1556.6574,    75.0274,  45.6279,  46,  46, 32,  ; // Sanchez
BONE_041, 424,  -299.3566,  1577.7836,    75.1395, 313.4808,   3,   2, 32,  ; // BF Injection
BONE_042, 478,  -336.6758,  1514.6866,    75.3519, 180.0567,  45,   1, 32,  ; // Walton
BONE_043, 495,  -359.6404,  1596.7111,    77.3610, 356.9483, 115,  43, 32,  ; // Sandking
BONE_044, 477,  -333.5036,  1515.0670,    75.1135, 180.8090,  94,   1, 32,  ; // ZR-350
BONE_045, 421,  -291.1455,  1308.1112,    53.8199,  82.9306,  71,  72, 32,  ; // Washington
BONE_046, 581,  -291.5827,  1293.2132,    53.2624, 258.5006,  58,   1, 32,  ; // BF-400
BONE_047, 403,  -290.1070,  1317.4010,    55.3023, 262.6769,  24,  77, 32,  ; // Linerunner
BONE_048, 433,   277.9317,  2020.2458,    18.0772, 271.3421,  43,   0, 32,  ; // Barracks
BONE_049, 433,   277.5226,  2025.6990,    18.0771, 270.0389,  43,   0, 32,  ; // Barracks
BONE_050, 470,   183.5019,  1930.6356,    17.8497, 181.7917,  43,   0, 32,  ; // Patriot
BONE_051, 470,   270.1317,  1830.0344,    17.6343, 143.8542,  43,   0, 32,  ; // Patriot
BONE_052, 470,   121.0927,  1926.0618,    19.0886, 306.0422,  43,   0, 32,  ; // Patriot
BONE_053, 470,   103.0627,  1914.8338,    18.3726,  40.8428,  43,   0, 32,  ; // Patriot
BONE_054, 468,   140.1878,  1893.0078,    18.0573, 274.7854,   6,   6, 32,  ; // Sanchez
BONE_055, 468,   136.2434,  1892.8341,    18.0552, 270.1823,  46,  46, 32,  ; // Sanchez
BONE_056, 470,   134.6078,  1849.7642,    17.6816,  91.4022,  43,   0, 32,  ; // Patriot
BONE_057, 433,   301.8880,  1877.5836,    18.0771, 359.7517,  43,   0, 32,  ; // Barracks
BONE_058, 548,   359.2137,  1913.9470,    19.2744, 133.3755,   1,   1, 32,  ; // Cargobob
BONE_059, 586,   -89.7496,  1365.3421,     9.7936, 285.2903,  10,   1, 32,  ; // Wayfarer
BONE_060, 466,   -85.4119,  1340.1921,    10.5036,   7.1842,  68,  76, 32,  ; // Glendale
BONE_061, 468,     9.3781,  1377.7744,     8.8402, 294.2037,   6,   6, 32,  ; // Sanchez
BONE_062, 422,   833.7327,   840.1547,    11.8227,  24.4116, 101,  25, 32,  ; // Bobcat
BONE_063, 543,   830.2896,   838.6002,    11.3840,  23.9283,  43,   8, 32,  ; // Sadler
BONE_064, 468,   827.4531,   860.1787,    12.0123, 109.8285,  46,  46, 32,  ; // Sanchez
BONE_065, 422,   836.8754,   842.0145,    12.0940,  26.4860, 111,  31, 32,  ; // Bobcat
BONE_066, 468,   580.7761,   864.2720,   -43.7228, 275.0642,  53,  53, 32,  ; // Sanchez
BONE_067, 468,   631.1497,   894.8026,   -43.2459, 149.4181,   3,   3, 32,  ; // Sanchez
BONE_068, 543,   683.0380,   839.5352,   -43.1469,  55.1710,  67,   8, 32,  ; // Sadler
BONE_069, 543,   576.0908,   872.8018,   -43.8401, 181.5101,   8,  90, 32,  ; // Sadler
BONE_070, 554,   486.3823,   859.6132,   -29.9393, 199.5196,  45,  32, 32,  ; // Yosemite
BONE_071, 468,   325.5537,   854.3142,    20.0746, 292.9197,  46,  46, 32,  ; // Sanchez
BONE_072, 422,   374.6481,   870.9434,    20.3943,  29.1110,  67,  59, 32,  ; // Bobcat
BONE_073, 554,   368.3893,   869.1057,    20.4881, 353.6958,  34,  30, 32,  ; // Yosemite
BONE_074, 468,   446.0427,   914.1237,    -8.4729,   4.2420,   3,   3, 32,  ; // Sanchez
BONE_075, 408,   -82.4225,  1133.9078,    20.2849,  89.4278,  26,  26, 32,  ; // Trashmaster
BONE_076, 600,  -140.4019,  1132.2213,    19.4622, 166.3078,  43,   8, 32,  ; // Picador
BONE_077, 402,  -177.5177,  1219.8247,    19.5739,  89.4745,  13,  13, 32,  ; // BUffalo
BONE_078, 478,  -247.5334,  1183.9091,    19.7248,  89.9570,  59,   1, 32,  ; // Walton
BONE_079, 420,  -131.1938,  1216.3355,    19.5210, 273.1836,   6,   1, 32,  ; // Taxi
BONE_080, 463,   -86.8975,  1222.4146,    19.2826,   1.5394,  84,  84, 32,  ; // Freeway
BONE_081, 475,   -34.2044,  1166.1116,    19.2469, 180.8654,   9,  39, 32,  ; // Sabre
BONE_082, 479,   -14.0528,  1219.9521,    19.1504, 180.8121,  59,  36, 32,  ; // Regina
BONE_083, 508,     5.5720,  1164.8835,    19.9813, 180.1031,   1,   1, 32,  ; // Journey
BONE_084, 546,    70.3247,  1218.6126,    18.5363, 344.9671,  78,  38, 32,  ; // Intruder
BONE_085, 554,    59.3390,  1157.9759,    18.7483, 180.9685,  15,  32, 32,  ; // Yosemite
BONE_086, 600,    92.6611,  1173.9310,    18.3812,  90.7632,  11,  11, 32,  ; // Picador
BONE_087, 543,   -30.8094,  1083.9030,    19.5578,   1.1169,  32,   8, 32,  ; // Sadler
BONE_088, 468,   -22.2045,  1123.5083,    19.4094, 176.0903,  46,  46, 32,  ; // Sanchez
BONE_089, 403,  -159.1065,  1060.1151,    20.6254,   0.9132,  62,  77, 32,  ; // Linerunner
BONE_090, 599,  -224.1936,   992.7145,    19.7455, 270.4413,   0,   1, 32,  ; // Police Ranger
BONE_091, 599,  -224.8070,   998.3137,    19.7814, 274.7940,   0,   1, 32,  ; // Police Ranger
BONE_092, 416,  -303.5810,  1036.1850,    19.7425, 270.8692,   1,   3, 32,  ; // Ambulance
BONE_093, 416,  -305.4525,  1028.0147,    19.7434,  90.5686,   1,   3, 32,  ; // Ambulance
BONE_094, 543,  -304.5285,  1015.9146,    19.4150, 271.5632,  67,   8, 32,  ; // Sadler
BONE_095, 401,  -305.0732,  1019.7993,    19.3733, 272.2265,  66,  66, 32,  ; // Bravura
BONE_096, 471,  -255.7187,  1059.0927,    19.2250, 123.9209, 120, 114, 32,  ; // Quad
BONE_097, 542,  -353.3447,  1160.9194,    19.4855, 208.7232,  24, 118, 32,  ; // Clover
BONE_098, 489,  -369.5546,  1127.0490,    19.9029,  88.9192,  14, 123, 32,  ; // Rancher
BONE_099, 478,  -314.7125,  1175.3937,    19.7327, 359.4183,  35,   1, 32,  ; // Walton
BONE_100, 468,    -2.8215,   943.7739,    19.2856, 266.8888,   3,   3, 32,  ; // Sanchez
BONE_101, 600,    13.2778,   904.8585,    23.3526, 188.5502,  43,   8, 32,  ; // Picador
BONE_102, 421,   -43.5167,   892.9459,    22.0018, 142.2973,  71,  72, 32,  ; // Washington
BONE_103, 463,  -330.2066,   827.7351,    13.7820, 359.8963,  53,  53, 32,  ; // Freeway
BONE_104, 482,  -288.9206,   833.3483,    13.2276,  94.7100,  32,  32, 32,  ; // Burrito
BONE_105, 525,   594.1295,  1239.8491,    11.5959,  43.6646,  17,  20, 32,  ; // Tow Truck
BONE_106, 403,   582.1790,  1215.0780,    12.8863, 211.4347,  39,  78, 32,  ; // Linerunner
BONE_107, 543,   575.5623,  1209.5080,    12.1970, 211.3289,  76,   8, 32,  ; // Sadler
BONE_108, 554,   484.7193,  1381.9645,     4.7876, 235.2010,  14,  32, 32,  ; // Yosemite
BONE_109, 543,   197.9467,  1415.4565,    10.4055,  91.7164,  67,   8, 32,  ; // Sadler
BONE_110, 500,   195.0308,  1465.7158,    10.6964, 270.6187,  25, 119, 32,  ; // Mesa
BONE_111, 468,   253.7790,  1424.7091,    10.2522,  90.4512,  53,  53, 32,  ; // Sanchez
BONE_112, 586,   650.1384,  1702.9343,     6.5118, 313.6105,  10,   1, 32,  ; // Wayfarer
BONE_113, 567,   658.5643,  1721.3256,     6.8586, 221.6448,  88,  64, 32,  ; // Savanna
BONE_114, 586,   651.9063,  1700.9136,     6.5110, 313.4966,  13,   1, 32,  ; // Wayfarer
BONE_115, 411,   608.4835,  1699.7763,     6.7210, 304.8486,  64,   1, 32,  ; // Infernus
BONE_116, 411,   612.1845,  1694.9163,     6.7192, 304.3298,  80,   1, 32,  ; // Infernus
BONE_117, 403,   600.2841,  1651.9191,     7.5816, 243.8007,  25,   1, 32,  ; // Linerunner
BONE_118, 435,   605.6486,  1655.4605,     7.5724,  64.8613,  28,   1, 32,  ; // MODEL 435
BONE_119, 450,   635.8098,  1225.5218,    12.7301, 122.5696,  62,  77, 32,  ; // MODEL 450
BONE_120, 567,   686.5156,  1946.5955,     5.4100, 359.8967,  93,  64, 32,  ; // Savanna
BONE_121, 401,   706.4428,  1947.4440,     5.3186, 180.8679,  52,  52, 32,  ; // Bravura
BONE_122, 463,   721.6701,  1948.3236,     5.0788, 359.9205,  84,  84, 32,  ; // Freeway
BONE_123, 463,   726.7943,  1948.3790,     5.0791,   4.4731,  11,  11, 32,  ; // Freeway
BONE_124, 478,   755.5938,  1967.2078,     5.3298, 282.8078,  20,   1, 32,  ; // Walton
BONE_125, 468,   768.3364,  2012.5627,     5.5680, 262.9367,   6,   6, 32,  ; // Sanchez
BONE_126, 554,   768.9951,  2089.9960,     6.8010, 350.1155,  15,  32, 32,  ; // Yosemite
BONE_127, 543,   -36.5703,  2343.9338,    23.9552,  88.5315,  76,   8, 32,  ; // Sadler
BONE_128, 568,  -267.6664,  2085.4218,    28.2350, 247.1184,  21,   1, 32,  ; // Bandito
BONE_129, 461,   228.3988,  2545.1191,    16.2294, 196.5722,  43,   1, 32,  ; // PCJ-600
BONE_130, 487,   382.8606,  2535.8291,    16.7152, 213.0074,  29,  42, 32,  ; // Maverick
BONE_131, 586,   524.6804,  2367.6975,    29.8994, 150.4217,   8,   1, 32,  ; // Wayfarer
BONE_132, 586,   521.0599,  2369.9216,    29.8827, 149.7266,  25,   1, 32,  ; // Wayfarer
BONE_133, 475,   528.7833,  2366.8168,    30.2134, 192.6022,  17,   1, 32,  ; // Sabre
BONE_134, 473,  -483.4696,  2180.5839,    40.2966, 179.7984,  56,  53, 32,  ; // Dinghy
BONE_135, 473,  -483.3937,  2187.7937,    40.3838, 179.0520,  56,  15, 32,  ; // Dinghy
BONE_136, 568,  -186.4467,  1861.0107,    51.1178, 240.6369,  56,  29, 32,  ; // Bandito
BONE_137, 568,  -167.0720,  1672.7178,    14.8376, 174.3531,   9,  39, 32,  ; // Bandito
BONE_138, 508,    64.9485,   968.3701,    16.9384, 271.0809,   1,   1, 32,  ; // Journey
BONE_139, 429,   168.0688,  1182.8461,    14.4375, 171.1508,  14,  14, 32,  ; // Banshee
BONE_140, 586,   180.4965,  1170.9260,    14.2778,  57.3349,  10,   1, 32,  ; // Wayfarer
BONE_141, 424,   309.9406,  1152.2440,     8.3662,  92.8470,  24,  53, 32,  ; // BF Injection
BONE_142, 543,   394.3825,  1148.7456,     8.4118, 247.3247,  32,   8, 32,  ; // Sadler
BONE_143, 468,   408.5379,  1169.1868,     7.5731, 270.9849,   6,   6, 32,  ; // Sanchez
BONE_144, 549,   418.7980,  1164.1499,     7.5854, 270.0798,  72,  39, 32,  ; // Tampa
BONE_145, 605,  -130.1385,  2244.4833,    31.9743, 169.1918,   0,   0, 32,  ; // Sadler Shit
BONE_146, 524,   687.0164,   895.0748,   -38.5859,  78.9521,  61,  27, 32,  ; // Cement Truck
BONE_147, 525,   596.8068,   872.9094,   -43.2350, 185.6432,  18,  20, 32,  ; // Tow Truck
BONE_148, 468,  -735.1237,  2755.1318,    46.8950, 266.4757,  46,  46, 32,  ; // Sanchez
BONE_149, 478,  -767.0834,  2758.8774,    45.7563, 358.3536,  66,   1, 32,  ; // Walton
BONE_150, 479,  -784.2089,  2753.3964,    45.4415, 269.4912,  59,  36, 32,  ; // Regina
BONE_151, 468,  -866.5963,  2767.2468,    45.6691, 269.6087,  53,  53, 32,  ; // Sanchez
BONE_152, 482,  -844.1182,  2753.1840,    45.9700, 271.7795,  64,  64, 32,  ; // Burrito
BONE_153, 460,  -943.4879,  2640.3840,    42.2746, 216.3265,   1,   9, 32,  ; // Skimmer
BONE_154, 599, -1400.0966,  2631.6567,    55.9454,  89.9377,   0,   1, 32,  ; // Ranger
BONE_155, 599, -1408.4202,  2656.5622,    55.8772, 359.9002,   0,   1, 32,  ; // Police Ranger
BONE_156, 600, -1399.9003,  2644.0771,    55.3996,  88.6643,  11,  11, 32,  ; // Picador
BONE_157, 489, -1445.9099,  2629.4877,    55.9791,  68.1606,  14, 123, 32,  ; // Rancher
BONE_158, 471, -1447.7237,  2645.5598,    55.3170, 254.0852,  74,  91, 32,  ; // Quad
BONE_159, 468, -1474.1904,  2702.0869,    55.4259, 157.1582,  53,  53, 32,  ; // Sanchez
BONE_160, 496, -1478.3544,  2650.0290,    55.5522,   0.1259,  66,  72, 32,  ; // Blista Compact
BONE_161, 522, -1280.2207,  2719.3791,    49.6273, 119.8673,   3,   8, 32,  ; // NRG-500
BONE_162, 443, -1296.2133,  2713.6496,    50.6958,   5.7505,  20,   1, 32,  ; // Packer
BONE_163, 403, -1329.1464,  2671.8989,    50.6692, 262.2380,  37,   1, 32,  ; // Linerunner
BONE_164, 435, -1307.8533,  2705.8735,    49.6342, 184.4974,   3,   8, 32,  ; // Trailer (MODELID 435 
BONE_165, 468,  -662.1752,  2305.8408,   135.7178,  90.3149,  53,  53, 32,  ; // Sanchez
BONE_166, 531,  -778.7886,  2420.9665,   157.0897, 144.8343,  36,   2, 32,  ; // Tractor
BONE_167, 554,  -809.7921,  2406.8044,   156.3750, 191.0581,  15,  32, 32,  ; // Yosemite
